teamName,year,division,village,grandPrizeLevel,top10,medal,specialPrizes,villageAwards
"Shanghai-HS","2024","High School","Therapeutics","","false","Gold","",""
"Shanghaitech-China","2024","Undergraduate","Fashion & Cosmetics","","false","Gold","",""
"Sheffield","2024","Undergraduate","Agriculture","","false","Gold","",""
"SHSBNU-China","2024","High School","Food & Nutrition","","false","Gold","",""
"SHSD","2024","High School","Bioremediation","","false","Silver","",""
"SHSID-China","2024","High School","Therapeutics","","false","Silver","",""
"SJTU-BioX-Shanghai","2024","Undergraduate","Therapeutics","","false","Gold","",""
"SJTU-Software","2024","Undergraduate","Software & AI","","false","Gold","",""
"SMS-Shenzhen","2024","High School","Agriculture","","false","Gold","",""
"SMU-GDMU-CHINA","2024","Undergraduate","Therapeutics","","false","Silver","",""
"Songshan-Lake","2024","High School","Conservation","","false","Gold","Best New Improved Part (Nominee)",""
"Sorbonne-U-Paris","2024","Graduate","Bioremediation","","false","Silver","",""
"Squirrel-Beijing-I","2024","High School","Therapeutics","","false","Bronze","",""
"Squirrel-CHN","2024","High School","Therapeutics","","false","Silver","",""
"Squirrel-CHN-II","2024","High School","Diagnostics","","false","Gold","",""
"Squirrel-Guangzhou","2024","High School","Food & Nutrition","","false","Gold","",""
"Squirrel-Shanghai","2024","High School","Infectious Diseases","","false","Silver","",""
"Squirrel-Shenzhen","2024","High School","Bioremediation","","false","Silver","Best Presentation (Nominee)",""
"SRE-China","2024","High School","Software & AI","","false","Silver","",""
"Stanford","2024","Undergraduate","Therapeutics","","false","Gold","Best Education (Nominee) | Best Integrated Human Practices (Nominee) | Best Presentation (Nominee)","Best Therapeutics (Nominee)"
"Stockholm","2024","Graduate","Fashion & Cosmetics","","false","Gold","",""
"Stony-Brook","2024","Undergraduate","Diagnostics","","false","Gold","",""
"SubCat-China","2024","High School","Fashion & Cosmetics","","false","Silver","",""
"SubCat-GreatBay","2024","High School","Diagnostics","","false","Gold","",""
"SubCat-HS","2024","High School","Therapeutics","","false","Gold","Best Measurement (Nominee)",""
"SubCat-Peking","2024","High School","Biomanufacturing","","false","Silver","",""
"SubCat-Shanghai","2024","High School","Food & Nutrition","","false","Gold","",""
"SubCat-Union","2024","High School","Infectious Diseases","","false","Silver","",""
"Sustech-Med","2024","Undergraduate","Infectious Diseases","","false","Gold","",""
"SUSTechOCEAN","2024","Undergraduate","Climate Crisis","","false","Gold","",""
"SVCE-CHENNAI","2024","Undergraduate","Diagnostics","","false","Silver","",""
"Sydney-Australia","2024","Undergraduate","Therapeutics","2nd Runner-up","true","Gold","Best New Composite Part (Nominee) | Best Entrepreneurship (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee)","Best Therapeutics (Winner)"
"SYPHU-China","2024","Undergraduate","Therapeutics","","false","Silver","",""
"SZ-SHD","2024","High School","Space","","false","Silver","",""
"SZPU-China","2024","Undergraduate","Infectious Diseases","","false","Bronze","",""
"SZSAIS-Shenzhen","2024","High School","Food & Nutrition","","false","Gold","",""
"SZU-China","2024","Undergraduate","Food & Nutrition","","false","Gold","",""
"Taipei-KCISLK-V2","2024","High School","Diagnostics","","false","Bronze","",""
"TAU-Israel","2024","Graduate","Oncology","","false","Gold","",""
"Tec-Chihuahua","2024","Undergraduate","Food & Nutrition","","false","Gold","Best Entrepreneurship (Nominee)","Best Food & Nutrition (Nominee)"
"TecCEM","2024","Undergraduate","Food & Nutrition","","false","Gold","Best Integrated Human Practices (Nominee)",""
"TecMonterreyGDL","2024","Undergraduate","Bioremediation","","false","Silver","",""
"TERMOSZ-Selye-HUN","2024","High School","Therapeutics","","false","Bronze","",""
"TestDaily-I-Beijing","2024","High School","Therapeutics","","false","Gold","",""
"Thailand-RIS","2024","High School","Biomanufacturing","","false","Gold","Best Part Collection (Nominee) | Inclusivity Award (Winner)",""
"thessaloniki","2024","Undergraduate","Therapeutics","","false","Silver","",""
"Thessaly","2024","Graduate","Agriculture","","false","Gold","Best New Basic Part (Winner) | Best Education (Nominee)","Best Agriculture (Nominee)"
"THISDL-United","2024","High School","Foundational Advance","","false","Silver","",""
"Tianjin","2024","Undergraduate","Space","","false","Gold","",""
"TJI-Seoul","2024","High School","Oncology","","false","Bronze","",""
"TJUSLS-China","2024","Undergraduate","Bioremediation","","false","Gold","Best New Improved Part (Nominee)",""
"TJUSX","2024","Undergraduate","Therapeutics","","false","Silver","",""
"TokyoTech","2024","Undergraduate","Agriculture","","false","Gold","",""
"Tongji-China","2024","Undergraduate","Fashion & Cosmetics","","false","Gold","",""
"Tongji-Software","2024","Undergraduate","Software & AI","","false","Gold","",""
"Toulouse-INSA-UPS","2024","Graduate","Space","Top 10","true","Gold","Best New Composite Part (Winner) | Best Model (Nominee) | Best Entrepreneurship (Nominee) | Best Wiki (Nominee)","Best Space (Winner)"
"Tsinghua","2024","Undergraduate","Therapeutics","Top 10","true","Gold","Best Model (Nominee) | Inclusivity Award (Nominee) | Best Presentation (Winner)","Best Therapeutics (Nominee)"
"Tsinghua-M","2024","Undergraduate","Foundational Advance","","false","Gold","",""
"TU-Delft","2024","Graduate","Agriculture","","false","Silver","",""
"TU-Dresden","2024","Graduate","Fashion & Cosmetics","","false","Gold","Best New Composite Part (Nominee)","Best Fashion & Cosmetics (Nominee)"
"TU-Eindhoven","2024","Undergraduate","Oncology","","false","Gold","Best Entrepreneurship (Nominee)","Best Oncology (Nominee)"
"TUDarmstadt","2024","Graduate","Bioremediation","","false","Gold","Best New Basic Part (Nominee)","Best Bioremediation (Nominee)"
"Tuebingen","2024","Graduate","Foundational Advance","","false","Silver","",""
"TUM-Straubing","2024","Graduate","Biomanufacturing","Top 10","true","Gold","Best Wiki (Nominee)","Best Biomanufacturing (Nominee)"
"TUPLS-Japan","2024","Undergraduate","Foundational Advance","","false","Bronze","",""
"UAlberta","2024","Undergraduate","Fashion & Cosmetics","","false","Gold","",""
"UBC-Vancouver","2024","Undergraduate","Biomanufacturing","","false","Gold","Best Hardware (Winner) | Best Sustainable Development Impact (Winner)","Best Biomanufacturing (Nominee)"
"UCalgary","2024","Undergraduate","Therapeutics","","false","Gold","Best Entrepreneurship (Nominee) | Safety and Security Award (Winner)",""
"UCAS-China","2024","Undergraduate","Foundational Advance","","false","Silver","",""
"UChicago","2024","Graduate","Infectious Diseases","","false","Gold","","Best Infectious Diseases (Nominee)"
"ucl","2024","Undergraduate","Diagnostics","","false","Gold","",""
"UCNZ","2024","Undergraduate","Infectious Diseases","","false","Silver","",""
"UCopenhagen","2024","Graduate","Food & Nutrition","","false","Gold","Best Part Collection (Nominee) | Best Model (Nominee) | Best Presentation (Nominee)","Best Food & Nutrition (Nominee)"
"UCSC","2024","Undergraduate","Foundational Advance","","false","Silver","",""
"UESTC-China","2024","Graduate","Bioremediation","","false","Gold","",""
"UFlorida","2024","Undergraduate","Biomanufacturing","","false","Gold","",""
"UiOslo-Norway","2024","Graduate","Diagnostics","","false","Gold","",""
"ULaval","2024","Graduate","Therapeutics","","false","Silver","",""
"ULC","2024","High School","Diagnostics","","false","Gold","",""
"ULethbridge","2024","Undergraduate","Agriculture","","false","Silver","",""
"Ulink-SZ","2024","High School","Bioremediation","Top 10","true","Gold","Best Sustainable Development Impact (Nominee)",""
"UM-Macau","2024","Undergraduate","Oncology","","false","Silver","",""
"UMA-MALAGA","2024","Undergraduate","Food & Nutrition","","false","Silver","",""
"UManitoba","2024","Graduate","Bioremediation","","false","Gold","Best New Basic Part (Nominee)",""
"UMaryland","2024","Undergraduate","Oncology","","false","Gold","",""
"UNC-ChapelHill","2024","Undergraduate","Therapeutics","","false","Silver","",""
"Uni-Padua-IT","2024","Undergraduate","Bioremediation","","false","Silver","Best Entrepreneurship (Winner)","Best Bioremediation (Nominee)"
"UNILausanne","2024","Graduate","Conservation","","false","Gold","Best Presentation (Nominee) | Best Wiki (Nominee)","Best Conservation (Nominee)"
"UniMuenster","2024","Graduate","Biomanufacturing","","false","Gold","Best Model (Nominee) | Best Software Tool (Winner) | Best Plant Synthetic Biology (Nominee)",""
"UnivLyon1-INSALyon","2024","Graduate","Food & Nutrition","","false","Gold","",""
"UOregon","2024","Undergraduate","Infectious Diseases","","false","Silver","",""
"uOttawa","2024","Undergraduate","Biomanufacturing","","false","Gold","Best Plant Synthetic Biology (Nominee)","Best Biomanufacturing (Nominee)"
"UPF-Barcelona","2024","Undergraduate","Infectious Diseases","","false","Gold","",""
"UppsalaUniversity","2024","Graduate","Fashion & Cosmetics","","false","Gold","Best Measurement (Nominee)",""
"USAFA","2024","Undergraduate","Biomanufacturing","","false","Gold","",""
"USP-Brazil","2024","Graduate","Biomanufacturing","","false","Silver","",""
"USP-EEL-Brazil","2024","Graduate","Biomanufacturing","","false","Gold","",""
"UTokyo","2024","Undergraduate","Diagnostics","","false","Gold","","Best Diagnostics (Nominee)"
"UToronto","2024","Graduate","Foundational Advance","Top 10","true","Gold","Best Model (Winner) | Best Entrepreneurship (Winner) | Best Presentation (Nominee)","Best Foundational Advance (Nominee)"
"UVU-Utah-2","2024","Graduate","Conservation","","false","Silver","",""
"UZurich","2024","Graduate","Agriculture","","false","Gold","Best Sustainable Development Impact (Winner) | Best Wiki (Nominee)","Best Agriculture (Nominee)"
"Vilnius-Lithuania","2024","Undergraduate","Biomanufacturing","Top 10","true","Gold","Best Part Collection (Nominee) | Best Software Tool (Winner) | Best Wiki (Nominee)","Best Biomanufacturing (Winner)"
"Virginia","2024","Undergraduate","Therapeutics","","false","Gold","",""
"VIT-V","2024","Undergraduate","Fashion & Cosmetics","","false","Silver","",""
"WageningenUR","2024","Graduate","Diagnostics","Top 10","true","Gold","Best Part Collection (Nominee) | Best Model (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee)","Best Diagnostics (Winner)"
"Warwick","2024","Undergraduate","Bioremediation","","false","Gold","",""
"Waseda-Tokyo","2024","Undergraduate","Bioremediation","Top 10","true","Gold","Best New Composite Part (Winner) | Best Model (Nominee) | Best Wiki (Nominee)","Best Bioremediation (Winner)"
"Washington","2024","Undergraduate","Therapeutics","","false","Gold","",""
"Westlake","2024","Undergraduate","Oncology","","false","Silver","",""
"Westview-SanDiego","2024","High School","Bioremediation","","false","Bronze","",""
"WFL-HangzhouBay","2024","High School","Biomanufacturing","","false","Gold","Best New Improved Part (Nominee)",""
"WHU-China","2024","Undergraduate","Food & Nutrition","","false","Gold","",""
"William-and-Mary","2024","Undergraduate","Foundational Advance","Top 10","true","Gold","Best Software Tool (Nominee)","Best Foundational Advance (Nominee)"
"WLSA-ShanghaiAcademy","2024","High School","Biomanufacturing","","false","Silver","",""
"WUXI-DSAS","2024","High School","Agriculture","","false","Gold","",""
"XJTLU-CHINA","2024","Undergraduate","Biomanufacturing","","false","Bronze","",""
"XJTLU-Software","2024","Undergraduate","Software & AI","","false","Gold","",""
"XJU-China","2024","Undergraduate","Bioremediation","","false","Silver","",""
"XMU-China","2024","Undergraduate","Climate Crisis","","false","Gold","Best Presentation (Nominee) | Best Wiki (Nominee)","Best Climate Crisis (Winner)"
"YiYe-China","2024","High School","Oncology","","false","Silver","",""
"YiYe-Wuhan","2024","High School","Oncology","","false","Silver","",""
"Zhejiang-United","2024","High School","Therapeutics","","false","Silver","",""
"ZJU-China","2024","Undergraduate","Fashion & Cosmetics","","false","Gold","",""
"ZJUT-China","2024","Undergraduate","Biomanufacturing","","false","Gold","",""
"ZQT-Nanjing","2024","High School","Therapeutics","Top 10","true","Gold","Best New Basic Part (Nominee)",""
"Aachen","2025","Graduate","Agriculture","","false","Gold","Best Wiki (Nominee) | Best Integrated Human Practices (Nominee)","Best Agriculture (Nominee)"
"Aalto-Helsinki","2025","Graduate","Therapeutics","","false","Gold","Best Measurement (Winner) | Best Sustainable Development Impact (Winner)","Best Therapeutics (Nominee)"
"AFCM-Egypt","2025","Undergraduate","Therapeutics","","false","Gold","Best Sustainable Development Impact (Nominee)",""
"AIS-China","2025","High School","Conservation","Top 10","true","Gold","Best New Improved Part (Winner) | Best Model (Nominee) | Best Sustainable Development Impact (Winner)","Best HS Village (Climate/Conservation/Bioremediation) (Winner)"
"AshesiGhana","2025","Graduate","Bioremediation","","false","Silver","Best Measurement (Nominee) | Best Education (Nominee) | Best Wiki (Nominee)","Best Bioremediation (Nominee)"
"Austin-UTexas","2025","Graduate","Foundational Advance","","false","Gold","Best New Composite Part (Nominee)",""
"BANZ-SZA","2025","High School","Food & Nutrition","","false","Gold","Best Entrepreneurship (Nominee)",""
"Barcelona-UB","2025","Undergraduate","Foundational Advance","Top 10","true","Gold","Best New Composite Part (Nominee) | Best Software Tool (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee)","Best Foundational Advance (Nominee)"
"Bioplus-Shanghai","2025","High School","Diagnostics","","false","Gold","Best New Composite Part (Nominee)",""
"BIT-China","2025","Undergraduate","Fashion & Cosmetics","","false","Gold","Best Software Tool (Winner) | Best Hardware (Nominee)","Best Fashion & Cosmetics (Nominee)"
"BNDS-China","2025","High School","Therapeutics","Top 10","true","Gold","Best Part Collection (Winner) | Best Measurement (Winner) | Best Presentation (Nominee) | Best Wiki (Nominee)","Best HS Village (Infectious/Therapeutics/Diagnostics/Oncology) (Nominee)"
"BNU-China","2025","Undergraduate","Biomanufacturing","","false","Gold","Best Part Collection (Nominee) | Best Education (Nominee)","Best Biomanufacturing (Winner)"
"BohemiaBio","2025","Graduate","Food & Nutrition","","false","Gold","Best Measurement (Nominee)",""
"Boston-BOSLab","2025","High School","Bioremediation","","false","Gold","Best Part Collection (Nominee) | Best Presentation (Winner) | Best Sustainable Development Impact (Nominee)","Best HS Village (Climate/Conservation/Bioremediation) (Nominee)"
"Brno Czech Republic","2025","Graduate","Agriculture","Grand Prize Winner","true","Gold","Best Plant Synthetic Biology (Winner) | Best Hardware (Nominee) | Best Presentation (Winner) | Best Wiki (Nominee)","Best Agriculture (Winner)"
"BUCT","2025","Undergraduate","Bioremediation","","false","Gold","Best Education (Nominee)","Best Bioremediation (Nominee)"
"BUCT-China","2025","Undergraduate","Bioremediation","","false","Gold","Best New Basic Part (Nominee) | Best Measurement (Nominee)",""
"CAU-China","2025","Undergraduate","Agriculture","","false","Gold","","Best Agriculture (Nominee)"
"CJUH-JLU-China","2025","Undergraduate","Diagnostics","Top 10","true","Gold","Best Integrated Human Practices (Nominee)","Best Diagnostics (Nominee)"
"Concordia-Shanghai","2025","High School","Bioremediation","","false","Gold","","Best HS Village (Climate/Conservation/Bioremediation) (Nominee)"
"Cornell","2025","Undergraduate","Space","","false","Gold","Best Hardware (Winner)","Best Space (Winner)"
"DBHS-CA","2025","High School","Therapeutics","","false","Gold","Inclusivity Award (Winner)",""
"DTU-Denmark","2025","Graduate","Fashion & Cosmetics","Top 10","true","Gold","Best Model (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee)","Best Fashion & Cosmetics (Winner)"
"DUESSELDORF","2025","Graduate","Biomanufacturing","","false","Gold","","Best Biomanufacturing (Nominee)"
"Duke","2025","Undergraduate","Infectious Diseases","","false","Gold","Best Software Tool (Nominee)",""
"Ecuador","2025","Undergraduate","Therapeutics","","false","Gold","Best Presentation (Nominee)","Best Therapeutics (Nominee)"
"EPFL","2025","Undergraduate","Climate Crisis","1st Runner-up","true","Gold","Best Measurement (Winner) | Best Software Tool (Winner) | Best Presentation (Winner) | Best Wiki (Winner) | Best Sustainable Development Impact (Winner)","Best Climate Crisis (Winner)"
"Estonia-TUBI","2025","Undergraduate","Climate Crisis","","false","Gold","Best Hardware (Nominee)","Best Climate Crisis (Nominee)"
"ETH-Zurich","2025","Graduate","Bioremediation","","false","Silver","Best Hardware (Nominee)",""
"Evry-Paris-Saclay","2025","Graduate","Foundational Advance","","false","Gold","Best New Basic Part (Nominee)",""
"Freiburg","2025","Graduate","Foundational Advance","Top 10","true","Gold","Best New Basic Part (Winner) | Best Presentation (Nominee) | Best Wiki (Nominee)","Best Foundational Advance (Winner)"
"Fudan","2025","Undergraduate","Foundational Advance","","false","Gold","Inclusivity Award (Nominee)",""
"GCGS","2025","High School","Biomanufacturing","","false","Gold","Best Presentation (Nominee) | Best Wiki (Nominee)","Best HS Village (Space/Foundational/Software/Biomanufacturing) (Nominee)"
"GEC-Guangzhou","2025","High School","Agriculture","","false","Gold","Best New Basic Part (Winner) | Best Hardware (Nominee)",""
"GEMS-Taiwan","2025","High School","Fashion & Cosmetics","Top 10","true","Gold","Best Measurement (Nominee) | Best Model (Nominee) | Best Education (Nominee) | Best Wiki (Nominee)","Best HS Village (Agriculture/Food/Fashion/Art) (Nominee)"
"GHCIS","2025","High School","Biomanufacturing","","false","Gold","Best New Basic Part (Nominee)",""
"GreatBay-SCIE","2025","High School","Infectious Diseases","Grand Prize Winner","true","Gold","Best Model (Winner) | Best Education (Winner) | Best Presentation (Nominee) | Best Wiki (Winner) | Best Integrated Human Practices (Winner)","Best HS Village (Infectious/Therapeutics/Diagnostics/Oncology) (Winner)"
"Groningen","2025","Graduate","Diagnostics","","false","Gold","Best New Composite Part (Nominee) | Best Measurement (Nominee)","Best Diagnostics (Nominee)"
"GU-Frankfurt","2025","Graduate","Agriculture","Top 10","true","Gold","Safety and Security Award (Winner)","Best Agriculture (Nominee)"
"GYHS","2025","High School","Bioremediation","","false","Gold","Safety and Security Award (Nominee)",""
"Hamburg","2025","Graduate","Therapeutics","","false","Gold","","Best Therapeutics (Nominee)"
"Hangzhou-MedX","2025","High School","Conservation","","false","Gold","Best New Composite Part (Nominee)",""
"Hangzhou-PET","2025","High School","Bioremediation","","false","Gold","Best Measurement (Nominee)","Best HS Village (Climate/Conservation/Bioremediation) (Nominee)"
"Heidelberg","2025","Graduate","Oncology","1st Runner-up","true","Gold","Best Part Collection (Winner) | Best Model (Winner) | Best Education (Winner) | Best Presentation (Nominee) | Best Wiki (Nominee)","Best Oncology (Winner)"
"HG-Tokyo","2025","High School","Therapeutics","","false","Gold","Best Presentation (Nominee) | Best Integrated Human Practices (Nominee)","Best HS Village (Infectious/Therapeutics/Diagnostics/Oncology) (Nominee)"
"HiZJU-China","2025","Undergraduate","Therapeutics","","false","Gold","Safety and Security Award (Nominee)",""
"HK-Joint-School","2025","High School","Food & Nutrition","Top 10","true","Gold","Best Model (Nominee) | Best Software Tool (Nominee)","Best HS Village (Agriculture/Food/Fashion/Art) (Nominee)"
"HKSSC","2025","High School","Fashion & Cosmetics","","false","Gold","Best New Basic Part (Nominee) | Best Entrepreneurship (Nominee)",""
"HongKong-JSS","2025","High School","Bioremediation","","false","Gold","Best Hardware (Nominee)",""
"Hongwen School","2025","High School","Bioremediation","","false","Gold","Best New Composite Part (Winner) | Best Sustainable Development Impact (Nominee)",""
"HPI-Potsdam","2025","Graduate","Software & AI","","false","Gold","Best Model (Nominee) | Best Presentation (Nominee) | Safety and Security Award (Winner)","Best Software & AI (Nominee)"
"HSID","2025","High School","HS Village (Climate/Conservation/Bioremediation)","","false","","","Best HS Village (Climate/Conservation/Bioremediation) (Nominee)"
"HUST-China","2025","Undergraduate","Fashion & Cosmetics","","false","Gold","iGEMers Prize (Winner)",""
"HWFLA-Beijing","2025","High School","Bioremediation","","false","Silver","Best Part Collection (Nominee)",""
"HZAU-China","2025","Undergraduate","Therapeutics","","false","Gold","Best New Basic Part (Nominee)","Best Therapeutics (Nominee)"
"IISc-Bengaluru","2025","Undergraduate","Bioremediation","","false","Gold","Best Sustainable Development Impact (Nominee)",""
"ISBICS","2025","High School","","","false","","Inclusivity Award (Nominee)",""
"IZJU-China","2025","Undergraduate","Infectious Diseases","2nd Runner-up","true","Gold","Best Part Collection (Winner) | Best Model (Nominee)","Best Infectious Diseases (Winner)"
"Jiashu-China","2025","High School","Space","","false","Gold","","Best HS Village (Space/Foundational/Software/Biomanufacturing) (Nominee)"
"JLU-CP","2025","Undergraduate","Space","","false","Gold","Best New Basic Part (Nominee) | Best Education (Nominee)",""
"JLU-NBBMS","2025","Undergraduate","Biomanufacturing","","false","Gold","Best Integrated Human Practices (Nominee)","Best Biomanufacturing (Nominee)"
"Keystone","2025","High School","Diagnostics","","false","Silver","Best Entrepreneurship (Nominee)",""
"KhanLab-BayArea","2025","High School","Biomanufacturing","","false","Gold","","Best HS Village (Space/Foundational/Software/Biomanufacturing) (Nominee)"
"KIS-BKK","2025","High School","","","false","","Inclusivity Award (Nominee)",""
"Lambert-GA","2025","High School","Infectious Diseases","Top 10","true","Gold","Best Model (Nominee) | Best Software Tool (Winner) | Best Education (Nominee) | Best Wiki (Nominee)","Best HS Village (Infectious/Therapeutics/Diagnostics/Oncology) (Nominee)"
"Leiden","2025","Graduate","Foundational Advance","","false","Silver","Best Education (Nominee)",""
"LINKS-China","2025","High School","Fashion & Cosmetics","","false","Gold","Best Part Collection (Nominee) | Best Entrepreneurship (Nominee)",""
"Lund","2025","Graduate","Fashion & Cosmetics","","false","Gold","Best Sustainable Development Impact (Nominee)","Best Fashion & Cosmetics (Nominee)"
"LYON","2025","Graduate","Bioremediation","","false","Gold","Best New Composite Part (Nominee) | Best Entrepreneurship (Nominee)","Best Bioremediation (Nominee)"
"Marburg","2025","Graduate","Infectious Diseases","Top 10","true","Gold","Best Part Collection (Winner) | Best Software Tool (Winner) | Best Presentation (Nominee) | Best Wiki (Nominee) | Best Integrated Human Practices (Nominee)","Best Infectious Diseases (Winner)"
"MBG-DUTh","2025","Undergraduate","Bioremediation","","false","Gold","","Best Bioremediation (Nominee)"
"McGill","2025","Undergraduate","Foundational Advance","Grand Prize Winner","true","Gold","Best Part Collection (Nominee) | Best Wiki (Nominee)","Best Foundational Advance (Nominee)"
"McMaster-Canada","2025","Undergraduate","Diagnostics","","false","Gold","Best Measurement (Nominee)","Best Diagnostics (Nominee)"
"MIT-MAHE","2025","Undergraduate","Agriculture","","false","Gold","","Best Agriculture (Nominee)"
"MPA-USA","2025","High School","Oncology","","false","Gold","Best New Composite Part (Nominee) | Best Wiki (Nominee)",""
"MSP-Maastricht","2025","Undergraduate","Climate Crisis","","false","Gold","Best Presentation (Nominee) | Best Wiki (Winner)","Best Climate Crisis (Nominee)"
"Munich","2025","Graduate","Diagnostics","Top 10","true","Gold","Best Model (Nominee) | Best Software Tool (Winner) | Best Presentation (Nominee) | Best Wiki (Winner) | Best Integrated Human Practices (Nominee)","Best Diagnostics (Winner)"
"NAIS","2025","High School","Biomanufacturing","","false","Gold","Best Plant Synthetic Biology (Winner)",""
"NJTech-China","2025","Undergraduate","Biomanufacturing","","false","Gold","Best New Improved Part (Winner)","Best Biomanufacturing (Nominee)"
"NJTECH-CHINA-A","2025","Undergraduate","Therapeutics","","false","Gold","Best New Basic Part (Winner)",""
"NJU-China","2025","Undergraduate","Software & AI","","false","Gold","Best Model (Nominee)","Best Software & AI (Winner)"
"NU Boston","2025","Undergraduate","Conservation","","false","Silver","","Best Conservation (Winner)"
"NU-Kazakhstan","2025","Undergraduate","Diagnostics","","false","Gold","Best Measurement (Nominee) | Best Entrepreneurship (Nominee)",""
"NUDT-CHINA","2025","Undergraduate","Foundational Advance","","false","Gold","Best Hardware (Nominee) | Best Education (Nominee)",""
"NUS-Singapore","2025","Undergraduate","Food & Nutrition","","false","Gold","Best New Composite Part (Nominee) | Best Part Collection (Nominee)","Best Food & Nutrition (Nominee)"
"NYCU-Formosa","2025","Undergraduate","Foundational Advance","","false","Gold","Best Part Collection (Nominee)","Best Foundational Advance (Nominee)"
"NYU-Abu-Dhabi","2025","Undergraduate","Therapeutics","","false","Gold","Best Integrated Human Practices (Winner)",""
"Patras-Med","2025","Undergraduate","Therapeutics","Top 10","true","Gold","Best New Composite Part (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee) | Best Sustainable Development Impact (Nominee)","Best Therapeutics (Winner)"
"PCA Korea","2025","High School","Biomanufacturing","Top 10","true","Gold","Best Measurement (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee) | Best Integrated Human Practices (Nominee)","Best HS Village (Space/Foundational/Software/Biomanufacturing) (Winner)"
"Peking","2025","Undergraduate","Infectious Diseases","Top 10","true","Gold","Best Model (Winner) | Best Integrated Human Practices (Nominee)","Best Infectious Diseases (Nominee)"
"PekingHSC","2025","Undergraduate","Therapeutics","","false","Gold","Best Model (Nominee) | Best Wiki (Nominee) | Inclusivity Award (Nominee)","Best Therapeutics (Nominee)"
"PuiChing-Macau","2025","High School","Bioremediation","","false","Gold","Best New Basic Part (Nominee)",""
"Queens-Canada","2025","Undergraduate","Therapeutics","","false","Gold","Best Education (Winner)","Best Therapeutics (Nominee)"
"RDFZ-CHINA","2025","High School","Oncology","","false","Gold","Best New Basic Part (Nominee)",""
"REC-CHENNAI","2025","Undergraduate","Food & Nutrition","","false","Gold","","Best Food & Nutrition (Nominee)"
"Rochester","2025","Undergraduate","Space","","false","Gold","Best Hardware (Nominee) | Best Wiki (Nominee) | Best Entrepreneurship (Nominee)","Best Space (Nominee)"
"RUM-UPRM","2025","Undergraduate","Bioremediation","","false","Gold","Safety and Security Award (Nominee)",""
"SCU-China","2025","Undergraduate","Bioremediation","Top 10","true","Gold","Best New Composite Part (Nominee)","Best Bioremediation (Winner)"
"Shanghai-SDG","2025","High School","Agriculture","","false","Gold","Best Part Collection (Nominee) | Best Sustainable Development Impact (Nominee)","Best HS Village (Agriculture/Food/Fashion/Art) (Nominee)"
"Shanghaitech-China","2025","Undergraduate","Foundational Advance","","false","Gold","Best Measurement (Nominee) | Best Presentation (Nominee)","Best Foundational Advance (Nominee)"
"SHSBNU-China","2025","High School","Space","","false","Gold","Best Hardware (Nominee)","Best HS Village (Space/Foundational/Software/Biomanufacturing) (Nominee)"
"SHSID","2025","High School","Bioremediation","Top 10","true","Gold","Best Part Collection (Nominee) | Best Hardware (Winner) | Best Education (Nominee) | Best Presentation (Nominee)",""
"SMS-Shenzhen","2025","High School","Food & Nutrition","","false","Gold","Best Presentation (Nominee)",""
"SMU-Union-China","2025","Undergraduate","Infectious Diseases","","false","Gold","Best New Basic Part (Nominee) | Inclusivity Award (Nominee)","Best Infectious Diseases (Nominee)"
"SR-China","2025","High School","Food & Nutrition","","false","Gold","Best Entrepreneurship (Nominee)","Best HS Village (Agriculture/Food/Fashion/Art) (Nominee)"
"SR-Shenzhen","2025","High School","Fashion & Cosmetics","","false","Gold","Best Promotion Video (Winner)",""
"Stanford","2025","Undergraduate","Oncology","","false","Gold","","Best Oncology (Nominee)"
"Stuttgart","2025","Graduate","Biomanufacturing","","false","Gold","Best Measurement (Nominee)",""
"SubCat-Greatbay","2025","High School","Diagnostics","","false","Gold","Best New Composite Part (Nominee) | Best Wiki (Nominee)",""
"SUIS-PINGHE","2025","High School","Therapeutics","","false","Gold","Best Entrepreneurship (Winner)",""
"SUSTech-BIO","2025","Undergraduate","Infectious Diseases","Top 10","true","Gold","Best Model (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee) | Inclusivity Award (Winner) | Best Entrepreneurship (Winner)","Best Infectious Diseases (Nominee)"
"SZU-China","2025","Undergraduate","Conservation","","false","Silver","Best Promotion Video (Winner)","Best Conservation (Nominee)"
"Taipei-KCISLK-V3","2025","High School","Diagnostics","","false","Gold","Best Presentation (Nominee) | Best Wiki (Nominee)",""
"TAU-Israel","2025","Graduate","Oncology","","false","Gold","Best Model (Nominee) | Best Wiki (Nominee)","Best Oncology (Nominee)"
"Technion-Israel","2025","Graduate","Biomanufacturing","","false","Gold","Inclusivity Award (Nominee)",""
"Thailand-RIS","2025","High School","Bioremediation","","false","Gold","Best Education (Nominee) | Best Sustainable Development Impact (Nominee)",""
"Thessaloniki","2025","Undergraduate","Oncology","","false","Gold","Best Integrated Human Practices (Nominee) | Inclusivity Award (Nominee)","Best Oncology (Nominee)"
"Thessaly","2025","Undergraduate","Oncology","","false","Gold","Best Entrepreneurship (Nominee)",""
